10.14723686,3.164498329,0
11.05791937,3.081478674,0
3.269868163,3.739882065,0
11.13375856,2.529558053,0
8.323592462,2.636148151,0
2.97540405,2.238429082,0
4.784982189,3.879658941,0
7.468815192,3.29110375,0
11.57506835,2.95892645,0
11.64888535,3.278633922,0
3.576130817,3.089432221,0
11.70592782,3.294622961,0
11.57166948,3.087771868,0
6.853756487,3.442093241,0
10.00280469,3.044990612,0
3.418863386,3.987409248,0
6.217612826,2.437353265,0
11.15735525,2.211596547,0
9.922073296,2.219394929,0
11.59492426,2.127182742,0
8.557406992,2.809159992,0
2.357116786,2.896745824,0
10.49129306,2.731632354,0
11.33993248,3.527009282,0
8.787351549,3.255792759,0
9.577401306,3.543960771,0
9.431324681,3.865707141,0
5.922270195,3.945481708,0
8.554778902,2.384056699,0
3.711866878,2.277748406,0
9.06046088,3.392532674,0
2.318328464,2.187640054,0
4.76922985,3.050808808,0
2.461713906,3.060688437,0
2.971317812,3.722279623,0
10.23457828,2.969706667,0
8.94828623,2.786912722,0
5.170994801,3.342862279,0
11.50222049,3.482515887,0
2.344460805,3.040104935,0
6.387443597,2.695425343,0
5.815584571,2.299994508,0
9.655167881,3.172184134,0
9.951999011,2.524290635,0
3.868726046,2.088908185,0
6.897643958,3.509866534,0
6.455862007,2.485570716,0
8.463130101,2.884804626,0
9.093648309,3.37559217,0
9.54686682,2.718456421,0
4.76025077,3.472680149,0
8.797026769,2.789414951,0
8.55098004,3.366831734,0
3.626117352,3.408094861,0
3.189976816,2.884610827,0
6.98364052,2.039155247,0
11.59743959,2.66171576,0
5.403857267,2.848618994,0
7.85267751,2.540540847,0
4.238119395,2.394107596,0
9.512670593,3.64344237,0
4.550951155,2.859842819,0
7.059570517,3.775541909,0
8.990767227,2.782365991,0
10.90903253,3.538228775,0
11.59291425,2.793583034,0
7.4721553,3.617028192,0
3.386244428,3.510154198,0
3.492940056,2.75479109,0
4.575082541,2.432037832,0
10.40717256,3.580814436,0
4.54282179,3.898607824,0
10.14284826,2.655130868,0
4.435249687,3.342528741,0
11.29263623,2.877289965,0
5.49983766,3.667001191,0
3.965952504,3.537708505,0
4.51083858,2.334507091,0
8.160446761,3.723960957,0
6.732888489,3.979744307,0
5.516595071,3.028846913,0
10.30828628,3.768562046,0
7.852640912,3.176052111,0
7.497236083,2.309504697,0
11.17193664,2.399725646,0
4.858390188,2.813909674,0
9.572002291,3.497411436,0
9.537290943,3.651167632,0
5.80445847,3.57992606,0
7.678216407,2.637048491,0
2.758542896,3.068128255,0
2.539501187,2.179901358,0
7.30797553,2.223411488,0
9.791672301,2.272585098,0
11.34010684,3.35730461,0
3.299062085,2.990354038,0
7.688236609,2.379420812,0
6.693906411,2.99001165,0
2.119020695,2.295216444,0
5.371226444,2.109948294,0
3.621823082,3.701425349,0
9.942845407,3.121119055,0
5.11215042,3.859217734,0
7.285331355,3.393334401,0
3.656487295,3.16558193,0
8.019819414,3.630794423,0
4.629712845,3.758027809,0
8.540790985,3.977823232,0
8.892145031,2.001044751,0
9.481515928,3.730877182,0
6.505415985,3.225132939,0
2.83821378,3.979900411,0
4.289769687,3.055360139,0
11.13337362,2.95904677,0
3.52378019,3.602695211,0
10.25816977,2.455685871,0
7.383424353,2.996188582,0
11.96134717,3.801704977,0
2.781755288,3.149322438,0
6.426782698,3.69035637,0
3.066527702,3.477280584,0
11.61898081,3.171974072,0
2.046342241,2.493469052,0
9.749104647,3.332832435,0
10.17303221,2.166965627,0
-10.68694705,-3.25191957,1
-2.844358455,-3.321889116,1
-5.997826491,-3.459503711,1
-4.598704029,-3.781504233,1
-10.0006848,-3.964606446,1
-6.314138275,-3.538058171,1
-11.10647594,-3.162892976,1
-3.818470283,-3.856626125,1
-4.638029165,-3.160180732,1
-3.455389804,-2.033965877,1
-3.360685587,-2.241719142,1
-10.69292208,-3.725421437,1
-7.797045874,-2.968593022,1
-7.498602018,-3.689711349,1
-3.449547982,-2.418810168,1
-10.53031118,-3.104582683,1
-8.220551315,-3.25976677,1
-5.509523809,-2.063982032,1
-7.132495399,-3.229426838,1
-6.018080338,-2.724822925,1
-2.759666917,-2.099065158,1
-4.399161536,-2.979139978,1
-3.233189348,-2.385020792,1
-3.839077883,-2.246167495,1
-4.399525257,-2.410988342,1
-6.172670691,-2.293029821,1
-2.496544303,-2.378144349,1
-11.0271611,-2.085304822,1
-11.4478719,-3.270395834,1
-6.908640925,-2.563733712,1
-6.892526384,-3.077193356,1
-5.377194098,-3.390326079,1
-11.00053846,-2.998232027,1
-5.692467811,-3.071602112,1
-3.112027553,-2.890366331,1
-9.802520683,-2.247864555,1
-5.89738837,-2.980714587,1
-4.416912859,-3.705996311,1
-6.039121456,-3.747854812,1
-2.964545252,-2.540588665,1
-3.319732926,-2.416922718,1
-11.42050591,-3.129959141,1
-11.5613454,-3.28062365,1
-7.752085951,-2.834057903,1
-2.597795429,-2.411951031,1
-4.347799134,-3.895866243,1
-5.531585712,-2.164142414,1
-10.2119404,-2.211418853,1
-2.154034377,-2.284082244,1
-2.430238017,-2.332920882,1
-3.689900295,-3.241917288,1
-8.49115475,-3.14741953,1
-9.317223857,-2.104155781,1
-8.477459631,-3.862402769,1
-6.509237064,-3.457323363,1
-7.470088923,-3.475683308,1
-4.963208056,-2.126809001,1
-9.446928071,-3.720881126,1
-3.88955015,-3.868810238,1
-8.867754334,-3.968796624,1
-3.835111557,-3.717877633,1
-5.684845965,-3.571117979,1
-8.256185607,-3.026754837,1
-9.802274352,-2.355204921,1
-2.811257689,-2.797178993,1
-11.29385971,-2.267862502,1
-9.757126786,-2.061779097,1
